,date,secid,open,close,low,high,volume,currency,capitalization
0,2013-11-18,RVI,23.8,21.84,21.77,23.87,0,,0
1,2013-11-19,RVI,21.83,22.49,20.98,22.74,0,,0
2,2013-11-20,RVI,22.48,22.77,22.28,22.98,0,,0
3,2013-11-21,RVI,22.75,21.89,21.77,23,0,,0
4,2013-11-22,RVI,21.86,21.85,21.16,22.22,0,,0
5,2013-11-25,RVI,21.85,21.64,21.57,22.51,0,,0
6,2013-11-26,RVI,21.58,21.87,21.11,22.39,0,,0
7,2013-11-27,RVI,21.86,23.41,21.17,23.41,0,,0
8,2013-11-28,RVI,23.39,23.49,22.72,24.15,0,,0
9,2013-11-29,RVI,23.5,23.8,23.07,24.43,0,,0
10,2013-12-02,RVI,23.83,24.59,22.73,24.9,0,,0
11,2013-12-03,RVI,24.59,25.24,24.1,26.49,0,,0
12,2013-12-04,RVI,25.25,25.9,24.3,26.08,0,,0
13,2013-12-05,RVI,25.89,26.15,24.26,26.26,0,,0
14,2013-12-06,RVI,26.07,24.36,23.93,26.16,0,,0
15,2013-12-09,RVI,24.35,23.85,23.01,25.82,0,,0
16,2013-12-10,RVI,23.65,24.09,22.93,24.67,0,,0
17,2013-12-11,RVI,24.09,23.56,22.5,24.79,0,,0
18,2013-12-12,RVI,23.61,23.45,23.1,25.95,0,,0
19,2013-12-13,RVI,23.45,22.64,22,24.84,0,,0
20,2013-12-16,RVI,22.64,22.43,22.06,24.25,0,,0
21,2013-12-17,RVI,22.42,19.99,19.72,22.55,0,,0
22,2013-12-18,RVI,19.99,20.8,19.87,21.07,0,,0
23,2013-12-19,RVI,20.82,19.47,19.28,22.48,0,,0
24,2013-12-20,RVI,19.5,18.04,17.45,19.52,0,,0
25,2013-12-23,RVI,17.93,18.36,17.5,19.29,0,,0
26,2013-12-24,RVI,18.36,17.75,17.33,18.89,0,,0
27,2013-12-25,RVI,17.7,18.94,17.61,19.37,0,,0
28,2013-12-26,RVI,18.94,19.6,18.76,20.6,0,,0
29,2013-12-27,RVI,19.6,19.36,18.97,20.58,0,,0
30,2013-12-30,RVI,19.36,20.48,19.22,21.31,0,,0
31,2014-01-06,RVI,20.47,22.7,20.36,23.05,0,,0
32,2014-01-08,RVI,22.69,19.4,18.79,22.96,0,,0
33,2014-01-09,RVI,19.53,18.85,18.51,23.19,0,,0
34,2014-01-10,RVI,18.83,20.56,17.18,20.58,0,,0
35,2014-01-13,RVI,20.42,20.07,19.02,21.16,0,,0
36,2014-01-14,RVI,20.07,21.2,18.65,21.49,0,,0
37,2014-01-15,RVI,21.22,21.14,20.16,21.46,0,,0
38,2014-01-16,RVI,21.2,20.36,19.67,21.42,0,,0
39,2014-01-17,RVI,20.36,20.34,19.62,20.85,0,,0
40,2014-01-20,RVI,20.31,20.98,19.81,21.66,0,,0
41,2014-01-21,RVI,20.99,21.14,20.73,21.58,0,,0
42,2014-01-22,RVI,21.14,20.49,20.2,21.28,0,,0
43,2014-01-23,RVI,20.48,20.24,20.17,21.23,0,,0
44,2014-01-24,RVI,20.18,22,20.12,22.09,0,,0
45,2014-01-27,RVI,22.04,24.24,21.84,24.49,0,,0
46,2014-01-28,RVI,24.26,24.33,23.48,24.71,0,,0
47,2014-01-29,RVI,24.33,28.16,24.04,28.73,0,,0
48,2014-01-30,RVI,28.16,25.2,25.11,29.04,0,,0
49,2014-01-31,RVI,25.26,27.48,24.43,27.59,0,,0
50,2014-02-03,RVI,27.47,28.55,25.79,29.08,0,,0
51,2014-02-04,RVI,28.53,27.74,26.87,29.84,0,,0
52,2014-02-05,RVI,27.76,25.59,25.38,28.08,0,,0
53,2014-02-06,RVI,25.58,25.01,24.48,26.77,0,,0
54,2014-02-07,RVI,25.02,25.03,24.46,25.4,0,,0
55,2014-02-10,RVI,25.04,25.47,24.46,26.09,0,,0
56,2014-02-11,RVI,25.43,25.2,24.37,25.8,0,,0
57,2014-02-12,RVI,25.22,25.03,24.49,25.92,0,,0
58,2014-02-13,RVI,25.03,25.23,24.6,25.53,0,,0
59,2014-02-14,RVI,25.21,26.01,24.63,26.42,0,,0
60,2014-02-17,RVI,25.99,26.8,25.5,26.86,0,,0
61,2014-02-18,RVI,26.77,26.29,26.18,27.07,0,,0
62,2014-02-19,RVI,26.29,26.12,25.36,26.35,0,,0
63,2014-02-20,RVI,26.12,27.41,26.12,27.69,0,,0
64,2014-02-21,RVI,27.42,25.97,25.75,27.49,0,,0
65,2014-02-24,RVI,25.95,25.64,25.22,26.62,0,,0
66,2014-02-25,RVI,25.63,26.54,25.03,27.1,0,,0
67,2014-02-26,RVI,26.55,25.84,25.41,26.8,0,,0
68,2014-02-27,RVI,25.81,27.69,25.05,28.05,0,,0
69,2014-02-28,RVI,27.7,28.38,26.82,29.35,0,,0
70,2014-03-03,RVI,28.35,57.18,27.88,60.67,0,,0
71,2014-03-04,RVI,57.24,51.05,50.45,63.36,0,,0
72,2014-03-05,RVI,51.04,43.63,43.63,51.1,0,,0
73,2014-03-06,RVI,43.64,49.26,42.36,52.56,0,,0
74,2014-03-07,RVI,49.26,49.77,48.99,51.74,0,,0
75,2014-03-11,RVI,49.79,51.25,44.29,56.28,0,,0
76,2014-03-12,RVI,53.59,47.16,42.7,55.86,0,,0
77,2014-03-13,RVI,48.47,54.32,45.02,54.32,0,,0
78,2014-03-14,RVI,55.4,60.59,54.55,70.63,0,,0
79,2014-03-17,RVI,59.88,57.7,57.43,69.37,0,,0
80,2014-03-18,RVI,58.33,49.46,48.96,58.87,0,,0
81,2014-03-19,RVI,49.19,48.28,45.87,50.14,0,,0
82,2014-03-20,RVI,49.83,51.06,47.9,53.3,0,,0
83,2014-03-21,RVI,50.57,50.63,50.41,60.36,0,,0
84,2014-03-24,RVI,50.22,52.73,48.26,52.87,0,,0
85,2014-03-25,RVI,52.59,49.29,48.48,53.42,0,,0
86,2014-03-26,RVI,48.51,43.04,42.1,48.73,0,,0
87,2014-03-27,RVI,40.32,41.2,39.85,42.51,0,,0
88,2014-03-28,RVI,40.14,39.23,38.18,41.14,0,,0
89,2014-03-31,RVI,39.71,38.84,37.53,41.48,0,,0
90,2014-04-01,RVI,38.97,37.52,36.87,40.72,0,,0
91,2014-04-02,RVI,38.71,39.47,37.87,39.94,0,,0
92,2014-04-03,RVI,39.2,37.5,37.42,39.66,0,,0
93,2014-04-04,RVI,36.68,35.02,33.72,37.72,0,,0
94,2014-04-07,RVI,33.93,41.04,33.48,41.91,0,,0
95,2014-04-08,RVI,40.6,37.79,37.29,41.07,0,,0
96,2014-04-09,RVI,36.95,39.96,36.94,41.12,0,,0
97,2014-04-10,RVI,39.92,36.69,36.63,41.25,0,,0
98,2014-04-11,RVI,37.03,38.13,36.5,39.99,0,,0
99,2014-04-14,RVI,37.6,41.99,36.49,43.56,0,,0
100,2014-04-15,RVI,41.64,45.09,40.97,45.48,0,,0
101,2014-04-16,RVI,45.29,40.98,40.15,46.44,0,,0
102,2014-04-17,RVI,40.99,37.42,37.13,41.66,0,,0
103,2014-04-18,RVI,37.01,34.41,32.88,37.67,0,,0
