,high,low,open,close,volume,date,capitalization,currency,secid
93,122.79000091552734,121.62999725341797,121.62999725341797,122.79000091552734,147050000,1988-01-22,0.0,USD,yahoo:^RUT
94,123.68000030517578,122.77999877929688,122.77999877929688,123.68000030517578,275250000,1988-01-25,0.0,USD,yahoo:^RUT
95,123.68000030517578,123.16999816894531,123.66999816894531,123.25,138380000,1988-01-26,0.0,USD,yahoo:^RUT
96,123.63999938964844,123.22000122070312,123.23999786376953,123.37000274658203,176360000,1988-01-27,0.0,USD,yahoo:^RUT
97,124.31999969482422,123.37000274658203,123.37000274658203,124.30999755859375,166430000,1988-01-28,0.0,USD,yahoo:^RUT
98,125.3499984741211,124.30999755859375,124.30999755859375,125.23999786376953,211880000,1988-01-29,0.0,USD,yahoo:^RUT
99,126.22000122070312,125.23999786376953,125.23999786376953,125.72000122070312,210660000,1988-02-01,0.0,USD,yahoo:^RUT
100,125.94000244140625,125.30000305175781,125.7300033569336,125.94000244140625,164920000,1988-02-02,0.0,USD,yahoo:^RUT
101,126.31999969482422,125.33000183105469,125.94999694824219,125.37999725341797,237270000,1988-02-03,0.0,USD,yahoo:^RUT
102,125.5999984741211,125.06999969482422,125.38999938964844,125.51000213623047,186490000,1988-02-04,0.0,USD,yahoo:^RUT
103,125.98999786376953,125.25,125.51000213623047,125.7699966430664,161310000,1988-02-05,0.0,USD,yahoo:^RUT
104,125.7699966430664,124.94000244140625,125.7699966430664,125.26000213623047,168850000,1988-02-08,0.0,USD,yahoo:^RUT
105,125.5199966430664,125.08000183105469,125.26000213623047,125.5199966430664,162350000,1988-02-09,0.0,USD,yahoo:^RUT
106,127.18000030517578,125.51000213623047,125.51000213623047,127.16000366210938,187980000,1988-02-10,0.0,USD,yahoo:^RUT
107,128.22000122070312,127.16000366210938,127.16000366210938,128.02999877929688,200760000,1988-02-11,0.0,USD,yahoo:^RUT
108,129.2100067138672,128.02999877929688,128.02999877929688,129.2100067138672,177190000,1988-02-12,0.0,USD,yahoo:^RUT
109,129.91000366210938,129.16000366210938,129.2100067138672,129.89999389648438,135380000,1988-02-16,0.0,USD,yahoo:^RUT
110,130.66000366210938,129.91000366210938,129.91000366210938,130.22000122070312,176830000,1988-02-17,0.0,USD,yahoo:^RUT
111,130.67999267578125,130.07000732421875,130.22999572753906,130.57000732421875,151430000,1988-02-18,0.0,USD,yahoo:^RUT
112,131.22999572753906,130.55999755859375,130.57000732421875,131.22999572753906,180300000,1988-02-19,0.0,USD,yahoo:^RUT
113,132.3699951171875,131.1300048828125,131.22999572753906,132.3699951171875,178930000,1988-02-22,0.0,USD,yahoo:^RUT
114,132.55999755859375,132.1300048828125,132.36000061035156,132.52000427246094,192260000,1988-02-23,0.0,USD,yahoo:^RUT
115,133.4199981689453,132.50999450683594,132.52999877929688,133.4199981689453,212730000,1988-02-24,0.0,USD,yahoo:^RUT
116,134.8000030517578,133.4199981689453,133.4199981689453,134.00999450683594,213490000,1988-02-25,0.0,USD,yahoo:^RUT
117,134.1699981689453,133.8699951171875,134.0,134.1699981689453,158060000,1988-02-26,0.0,USD,yahoo:^RUT
118,137.69000244140625,134.1699981689453,134.1699981689453,136.10000610351562,236050000,1988-02-29,0.0,USD,yahoo:^RUT
119,136.47999572753906,136.07000732421875,136.10000610351562,136.25999450683594,199990000,1988-03-01,0.0,USD,yahoo:^RUT
120,137.3800048828125,136.25999450683594,136.25999450683594,137.36000061035156,199630000,1988-03-02,0.0,USD,yahoo:^RUT
121,137.92999267578125,137.35000610351562,137.36000061035156,137.75,203310000,1988-03-03,0.0,USD,yahoo:^RUT
122,138.05999755859375,137.38999938964844,137.77999877929688,138.05999755859375,201410000,1988-03-04,0.0,USD,yahoo:^RUT
123,139.05999755859375,137.4499969482422,138.07000732421875,139.05999755859375,152980000,1988-03-07,0.0,USD,yahoo:^RUT
124,140.55999755859375,139.07000732421875,139.07000732421875,140.36000061035156,237680000,1988-03-08,0.0,USD,yahoo:^RUT
125,141.69000244140625,140.36000061035156,140.36000061035156,141.63999938964844,210900000,1988-03-09,0.0,USD,yahoo:^RUT
126,141.89999389648438,140.49000549316406,141.64999389648438,140.50999450683594,197260000,1988-03-10,0.0,USD,yahoo:^RUT
127,140.58999633789062,139.63999938964844,140.52000427246094,140.58999633789062,200020000,1988-03-11,0.0,USD,yahoo:^RUT
128,140.8800048828125,140.47999572753906,140.5800018310547,140.83999633789062,131890000,1988-03-14,0.0,USD,yahoo:^RUT
129,141.08999633789062,140.67999267578125,140.83999633789062,140.94000244140625,133170000,1988-03-15,0.0,USD,yahoo:^RUT
130,141.91000366210938,140.91000366210938,140.9499969482422,141.91000366210938,153590000,1988-03-16,0.0,USD,yahoo:^RUT
131,142.69000244140625,141.89999389648438,141.91000366210938,142.69000244140625,211920000,1988-03-17,0.0,USD,yahoo:^RUT
132,143.3800048828125,142.67999267578125,142.67999267578125,142.72000122070312,245750000,1988-03-18,0.0,USD,yahoo:^RUT
133,142.75999450683594,141.64999389648438,142.72000122070312,141.9600067138672,128830000,1988-03-21,0.0,USD,yahoo:^RUT
134,142.35000610351562,141.9600067138672,141.9600067138672,142.35000610351562,142000000,1988-03-22,0.0,USD,yahoo:^RUT
135,143.07000732421875,142.33999633789062,142.33999633789062,143.07000732421875,167370000,1988-03-23,0.0,USD,yahoo:^RUT
136,143.10000610351562,141.0800018310547,143.05999755859375,141.42999267578125,184910000,1988-03-24,0.0,USD,yahoo:^RUT
137,141.57000732421875,140.3000030517578,141.44000244140625,140.3800048828125,163170000,1988-03-25,0.0,USD,yahoo:^RUT
138,140.3699951171875,138.8699951171875,140.3699951171875,139.2100067138672,142820000,1988-03-28,0.0,USD,yahoo:^RUT
139,140.36000061035156,139.2100067138672,139.2100067138672,140.36000061035156,152690000,1988-03-29,0.0,USD,yahoo:^RUT
140,140.83999633789062,140.02000427246094,140.36000061035156,140.02999877929688,151810000,1988-03-30,0.0,USD,yahoo:^RUT
141,142.16000366210938,139.50999450683594,140.0399932861328,142.14999389648438,139870000,1988-03-31,0.0,USD,yahoo:^RUT
142,142.13999938964844,140.25,142.13999938964844,140.39999389648438,182240000,1988-04-04,0.0,USD,yahoo:^RUT
143,140.72000122070312,140.17999267578125,140.41000366210938,140.72000122070312,135290000,1988-04-05,0.0,USD,yahoo:^RUT
144,142.11000061035156,140.6199951171875,140.7100067138672,142.11000061035156,189760000,1988-04-06,0.0,USD,yahoo:^RUT
145,143.00999450683594,142.11000061035156,142.11000061035156,142.8800048828125,177840000,1988-04-07,0.0,USD,yahoo:^RUT
146,144.1199951171875,142.8699951171875,142.8699951171875,144.10000610351562,169300000,1988-04-08,0.0,USD,yahoo:^RUT
147,144.69000244140625,144.11000061035156,144.11000061035156,144.69000244140625,146370000,1988-04-11,0.0,USD,yahoo:^RUT
148,145.3300018310547,144.67999267578125,144.67999267578125,145.32000732421875,146400000,1988-04-12,0.0,USD,yahoo:^RUT
149,145.4600067138672,144.75999450683594,145.32000732421875,145.1999969482422,185120000,1988-04-13,0.0,USD,yahoo:^RUT
150,145.1999969482422,141.47000122070312,145.1999969482422,141.6699981689453,211810000,1988-04-14,0.0,USD,yahoo:^RUT
151,141.67999267578125,139.57000732421875,141.67999267578125,141.1199951171875,234160000,1988-04-15,0.0,USD,yahoo:^RUT
152,142.08999633789062,140.6999969482422,141.1300048828125,142.08999633789062,144650000,1988-04-18,0.0,USD,yahoo:^RUT
153,143.2899932861328,142.07000732421875,142.0800018310547,142.5500030517578,161910000,1988-04-19,0.0,USD,yahoo:^RUT
154,142.55999755859375,141.5500030517578,142.55999755859375,141.6999969482422,147590000,1988-04-20,0.0,USD,yahoo:^RUT
155,142.13999938964844,141.11000061035156,141.69000244140625,141.25999450683594,168440000,1988-04-21,0.0,USD,yahoo:^RUT
156,141.6999969482422,141.1999969482422,141.27000427246094,141.6999969482422,152520000,1988-04-22,0.0,USD,yahoo:^RUT
157,142.4600067138672,141.69000244140625,141.6999969482422,142.25,156950000,1988-04-25,0.0,USD,yahoo:^RUT
158,143.22000122070312,142.25,142.25,143.1199951171875,152300000,1988-04-26,0.0,USD,yahoo:^RUT
159,143.6699981689453,143.1199951171875,143.1199951171875,143.64999389648438,133810000,1988-04-27,0.0,USD,yahoo:^RUT
160,144.16000366210938,143.44000244140625,143.66000366210938,144.07000732421875,128680000,1988-04-28,0.0,USD,yahoo:^RUT
161,145.00999450683594,143.41000366210938,144.05999755859375,145.00999450683594,135620000,1988-04-29,0.0,USD,yahoo:^RUT
162,145.0500030517578,144.38999938964844,145.00999450683594,144.72999572753906,136470000,1988-05-02,0.0,USD,yahoo:^RUT
163,145.35000610351562,144.74000549316406,144.74000549316406,145.32000732421875,176920000,1988-05-03,0.0,USD,yahoo:^RUT
164,145.52999877929688,145.13999938964844,145.3300018310547,145.22000122070312,141320000,1988-05-04,0.0,USD,yahoo:^RUT
165,145.25,144.5,145.22000122070312,144.77999877929688,171840000,1988-05-05,0.0,USD,yahoo:^RUT
166,144.89999389648438,144.55999755859375,144.7899932861328,144.63999938964844,129080000,1988-05-06,0.0,USD,yahoo:^RUT
167,144.64999389648438,143.52000427246094,144.63999938964844,143.7100067138672,166320000,1988-05-09,0.0,USD,yahoo:^RUT
168,143.75,143.05999755859375,143.7100067138672,143.33999633789062,131200000,1988-05-10,0.0,USD,yahoo:^RUT
169,143.35000610351562,140.75,143.35000610351562,140.97000122070312,176720000,1988-05-11,0.0,USD,yahoo:^RUT
170,141.35000610351562,140.9499969482422,140.97000122070312,141.2899932861328,143880000,1988-05-12,0.0,USD,yahoo:^RUT
171,142.1699981689453,141.0,141.3000030517578,142.1699981689453,147240000,1988-05-13,0.0,USD,yahoo:^RUT
172,142.42999267578125,141.83999633789062,142.16000366210938,142.17999267578125,155010000,1988-05-16,0.0,USD,yahoo:^RUT
173,143.07000732421875,141.74000549316406,142.1699981689453,141.75,133850000,1988-05-17,0.0,USD,yahoo:^RUT
174,141.72999572753906,139.77000427246094,141.72999572753906,139.9199981689453,209420000,1988-05-18,0.0,USD,yahoo:^RUT
175,139.9199981689453,138.41000366210938,139.9199981689453,139.60000610351562,165160000,1988-05-19,0.0,USD,yahoo:^RUT
176,140.14999389648438,139.4199981689453,139.60000610351562,140.14999389648438,120600000,1988-05-20,0.0,USD,yahoo:^RUT
177,140.14999389648438,136.2899932861328,140.13999938964844,139.1999969482422,102640000,1988-05-23,0.0,USD,yahoo:^RUT
178,139.4600067138672,139.0500030517578,139.2100067138672,139.4600067138672,139930000,1988-05-24,0.0,USD,yahoo:^RUT
179,139.88999938964844,139.4499969482422,139.4499969482422,139.7899932861328,138310000,1988-05-25,0.0,USD,yahoo:^RUT
180,140.27999877929688,139.2899932861328,139.7899932861328,140.27999877929688,164260000,1988-05-26,0.0,USD,yahoo:^RUT
181,140.30999755859375,139.97000122070312,140.2899932861328,140.08999633789062,133590000,1988-05-27,0.0,USD,yahoo:^RUT
182,141.3699951171875,140.0800018310547,140.11000061035156,141.3699951171875,247610000,1988-05-31,0.0,USD,yahoo:^RUT
183,142.8699951171875,141.3699951171875,141.3699951171875,142.8699951171875,234560000,1988-06-01,0.0,USD,yahoo:^RUT
184,142.92999267578125,142.47000122070312,142.8800048828125,142.8000030517578,193540000,1988-06-02,0.0,USD,yahoo:^RUT
185,143.5,142.77999877929688,142.8000030517578,143.5,189600000,1988-06-03,0.0,USD,yahoo:^RUT
186,144.19000244140625,143.44000244140625,143.5,144.17999267578125,152460000,1988-06-06,0.0,USD,yahoo:^RUT
187,144.41000366210938,144.0,144.1699981689453,144.2100067138672,168710000,1988-06-07,0.0,USD,yahoo:^RUT
188,145.7899932861328,144.22000122070312,144.22000122070312,145.72999572753906,310030000,1988-06-08,0.0,USD,yahoo:^RUT
189,146.5500030517578,144.7899932861328,145.72999572753906,146.5500030517578,235160000,1988-06-09,0.0,USD,yahoo:^RUT
190,147.08999633789062,146.5399932861328,146.5500030517578,147.08999633789062,155710000,1988-06-10,0.0,USD,yahoo:^RUT
191,147.3300018310547,146.9499969482422,147.0800018310547,147.32000732421875,125310000,1988-06-13,0.0,USD,yahoo:^RUT
192,148.10000610351562,147.32000732421875,147.32000732421875,147.88999938964844,227150000,1988-06-14,0.0,USD,yahoo:^RUT
193,148.1300048828125,147.69000244140625,147.88999938964844,148.1300048828125,150260000,1988-06-15,0.0,USD,yahoo:^RUT
194,148.17999267578125,147.1699981689453,148.1300048828125,147.3699951171875,161550000,1988-06-16,0.0,USD,yahoo:^RUT
195,147.77000427246094,147.14999389648438,147.3699951171875,147.14999389648438,343920000,1988-06-17,0.0,USD,yahoo:^RUT
196,147.27999877929688,146.77999877929688,147.16000366210938,147.24000549316406,116750000,1988-06-20,0.0,USD,yahoo:^RUT
197,147.61000061035156,147.11000061035156,147.25,147.61000061035156,155060000,1988-06-21,0.0,USD,yahoo:^RUT
198,148.8300018310547,147.61000061035156,147.61000061035156,148.6300048828125,217510000,1988-06-22,0.0,USD,yahoo:^RUT
199,148.9499969482422,148.61000061035156,148.6300048828125,148.9499969482422,185770000,1988-06-23,0.0,USD,yahoo:^RUT
200,149.22999572753906,148.82000732421875,148.9600067138672,149.22999572753906,179880000,1988-06-24,0.0,USD,yahoo:^RUT
201,149.25999450683594,148.66000366210938,149.24000549316406,148.74000549316406,264410000,1988-06-27,0.0,USD,yahoo:^RUT
202,149.5,148.67999267578125,148.75,149.49000549316406,152370000,1988-06-28,0.0,USD,yahoo:^RUT
203,149.91000366210938,149.22000122070312,149.49000549316406,149.55999755859375,159590000,1988-06-29,0.0,USD,yahoo:^RUT
204,151.3000030517578,149.5500030517578,149.5500030517578,151.3000030517578,227410000,1988-06-30,0.0,USD,yahoo:^RUT
205,151.30999755859375,150.77000427246094,151.2899932861328,151.02999877929688,238330000,1988-07-01,0.0,USD,yahoo:^RUT
206,151.27999877929688,150.72000122070312,151.02999877929688,151.27999877929688,171790000,1988-07-05,0.0,USD,yahoo:^RUT
207,151.64999389648438,150.92999267578125,151.2899932861328,151.00999450683594,189630000,1988-07-06,0.0,USD,yahoo:^RUT
208,151.16000366210938,150.61000061035156,151.02000427246094,151.14999389648438,156100000,1988-07-07,0.0,USD,yahoo:^RUT
209,151.16000366210938,150.8000030517578,151.16000366210938,151.16000366210938,136070000,1988-07-08,0.0,USD,yahoo:^RUT
210,151.25,151.0,151.16000366210938,151.11000061035156,123300000,1988-07-11,0.0,USD,yahoo:^RUT
211,151.27999877929688,150.27000427246094,151.1199951171875,150.72999572753906,161650000,1988-07-12,0.0,USD,yahoo:^RUT
212,150.8699951171875,150.25999450683594,150.72999572753906,150.67999267578125,218930000,1988-07-13,0.0,USD,yahoo:^RUT
213,151.16000366210938,150.69000244140625,150.69000244140625,151.14999389648438,172410000,1988-07-14,0.0,USD,yahoo:^RUT
214,151.4199981689453,150.97999572753906,151.16000366210938,151.4199981689453,199710000,1988-07-15,0.0,USD,yahoo:^RUT
215,151.47000122070312,150.97000122070312,151.41000366210938,151.4199981689453,156210000,1988-07-18,0.0,USD,yahoo:^RUT
216,151.6999969482422,150.41000366210938,151.42999267578125,150.69000244140625,144110000,1988-07-19,0.0,USD,yahoo:^RUT
217,151.10000610351562,150.6699981689453,150.69000244140625,151.10000610351562,151990000,1988-07-20,0.0,USD,yahoo:^RUT
218,151.11000061035156,150.2899932861328,151.11000061035156,150.36000061035156,149460000,1988-07-21,0.0,USD,yahoo:^RUT
219,150.3699951171875,149.35000610351562,150.3699951171875,149.52000427246094,148880000,1988-07-22,0.0,USD,yahoo:^RUT
220,149.5399932861328,149.1699981689453,149.50999450683594,149.44000244140625,215140000,1988-07-25,0.0,USD,yahoo:^RUT
221,149.66000366210938,149.2100067138672,149.4499969482422,149.61000061035156,121960000,1988-07-26,0.0,USD,yahoo:^RUT
222,149.63999938964844,148.67999267578125,149.60000610351562,148.77000427246094,135890000,1988-07-27,0.0,USD,yahoo:^RUT
223,148.97000122070312,148.41000366210938,148.77000427246094,148.9600067138672,154570000,1988-07-28,0.0,USD,yahoo:^RUT
224,149.88999938964844,148.9600067138672,148.9600067138672,149.88999938964844,192340000,1988-07-29,0.0,USD,yahoo:^RUT
225,150.5,149.8800048828125,149.8800048828125,150.5,138170000,1988-08-01,0.0,USD,yahoo:^RUT
226,150.80999755859375,150.19000244140625,150.50999450683594,150.6300048828125,166660000,1988-08-02,0.0,USD,yahoo:^RUT
227,150.69000244140625,150.4499969482422,150.6300048828125,150.6699981689453,203590000,1988-08-03,0.0,USD,yahoo:^RUT
