,high,low,open,close,volume,date,capitalization,currency,secid
0,168.97999572753906,167.44000244140625,167.44000244140625,168.97000122070312,179800000,1987-09-10,0.0,USD,yahoo:^RUT
1,170.5399932861328,168.75,168.97000122070312,170.5399932861328,178000000,1987-09-11,0.0,USD,yahoo:^RUT
2,170.9499969482422,170.14999389648438,170.52999877929688,170.42999267578125,154400000,1987-09-14,0.0,USD,yahoo:^RUT
3,170.44000244140625,169.1300048828125,170.4199981689453,169.1999969482422,136200000,1987-09-15,0.0,USD,yahoo:^RUT
4,170.02999877929688,168.82000732421875,169.30999755859375,168.9199981689453,195700000,1987-09-16,0.0,USD,yahoo:^RUT
5,169.25,168.5399932861328,168.9199981689453,168.82000732421875,150700000,1987-09-17,0.0,USD,yahoo:^RUT
6,169.0399932861328,168.75,168.82000732421875,168.75,188100000,1987-09-18,0.0,USD,yahoo:^RUT
7,169.1300048828125,167.36000061035156,168.75,167.39999389648438,170100000,1987-09-21,0.0,USD,yahoo:^RUT
8,167.55999755859375,166.69000244140625,167.39999389648438,167.55999755859375,209500000,1987-09-22,0.0,USD,yahoo:^RUT
9,168.64999389648438,167.5500030517578,167.55999755859375,168.64999389648438,220300000,1987-09-23,0.0,USD,yahoo:^RUT
10,169.05999755859375,168.52000427246094,168.64999389648438,168.72000122070312,162200000,1987-09-24,0.0,USD,yahoo:^RUT
11,168.85000610351562,168.42999267578125,168.72000122070312,168.85000610351562,138000000,1987-09-25,0.0,USD,yahoo:^RUT
12,169.8000030517578,168.83999633789062,168.83999633789062,169.52000427246094,188100000,1987-09-28,0.0,USD,yahoo:^RUT
13,169.69000244140625,168.88999938964844,169.52000427246094,169.05999755859375,173500000,1987-09-29,0.0,USD,yahoo:^RUT
14,170.80999755859375,168.67999267578125,169.0500030517578,170.80999755859375,183100000,1987-09-30,0.0,USD,yahoo:^RUT
15,171.39999389648438,170.25,170.82000732421875,171.39999389648438,193200000,1987-10-01,0.0,USD,yahoo:^RUT
16,172.08999633789062,171.39999389648438,171.39999389648438,172.0800018310547,189100000,1987-10-02,0.0,USD,yahoo:^RUT
17,172.5500030517578,172.08999633789062,172.08999633789062,172.5399932861328,159700000,1987-10-05,0.0,USD,yahoo:^RUT
18,172.6199951171875,170.1300048828125,172.5500030517578,170.2100067138672,175600000,1987-10-06,0.0,USD,yahoo:^RUT
19,170.2100067138672,168.47999572753906,170.2100067138672,168.8699951171875,186300000,1987-10-07,0.0,USD,yahoo:^RUT
20,168.97999572753906,166.77999877929688,168.8699951171875,167.05999755859375,198700000,1987-10-08,0.0,USD,yahoo:^RUT
21,167.11000061035156,166.00999450683594,167.05999755859375,166.1199951171875,158300000,1987-10-09,0.0,USD,yahoo:^RUT
22,166.11000061035156,163.38999938964844,166.11000061035156,163.86000061035156,141900000,1987-10-12,0.0,USD,yahoo:^RUT
23,164.4199981689453,163.6300048828125,163.86000061035156,164.13999938964844,172900000,1987-10-13,0.0,USD,yahoo:^RUT
24,164.16000366210938,161.58999633789062,164.14999389648438,161.7899932861328,207400000,1987-10-14,0.0,USD,yahoo:^RUT
25,161.8000030517578,159.60000610351562,161.8000030517578,159.66000366210938,263200000,1987-10-15,0.0,USD,yahoo:^RUT
26,159.66000366210938,152.61000061035156,159.66000366210938,152.74000549316406,338500000,1987-10-16,0.0,USD,yahoo:^RUT
27,152.74000549316406,133.60000610351562,152.74000549316406,133.60000610351562,604300000,1987-10-19,0.0,USD,yahoo:^RUT
28,133.60000610351562,120.20999908447266,133.60000610351562,121.38999938964844,608100000,1987-10-20,0.0,USD,yahoo:^RUT
29,130.77000427246094,121.38999938964844,121.38999938964844,130.64999389648438,449600000,1987-10-21,0.0,USD,yahoo:^RUT
30,130.64999389648438,124.47000122070312,130.64999389648438,124.56999969482422,392200000,1987-10-22,0.0,USD,yahoo:^RUT
31,124.58000183105469,121.36000061035156,124.58000183105469,121.58999633789062,245600000,1987-10-23,0.0,USD,yahoo:^RUT
32,121.58000183105469,110.31999969482422,121.58000183105469,110.33000183105469,308800000,1987-10-26,0.0,USD,yahoo:^RUT
33,113.12000274658203,108.37000274658203,110.31999969482422,108.51000213623047,260200000,1987-10-27,0.0,USD,yahoo:^RUT
34,108.5,105.45999908447266,105.45999908447266,106.08000183105469,279400000,1987-10-28,0.0,USD,yahoo:^RUT
35,110.80000305175781,106.05999755859375,106.06999969482422,110.80000305175781,258100000,1987-10-29,0.0,USD,yahoo:^RUT
36,118.26000213623047,107.9000015258789,110.79000091552734,118.26000213623047,303400000,1987-10-30,0.0,USD,yahoo:^RUT
37,120.22000122070312,118.2699966430664,118.2699966430664,120.20999908447266,176000000,1987-11-02,0.0,USD,yahoo:^RUT
38,122.05000305175781,116.91999816894531,120.19999694824219,117.72000122070312,227800000,1987-11-03,0.0,USD,yahoo:^RUT
39,117.75,116.38999938964844,117.7300033569336,117.19999694824219,202500000,1987-11-04,0.0,USD,yahoo:^RUT
40,118.94000244140625,117.18000030517578,117.19000244140625,118.94000244140625,226000000,1987-11-05,0.0,USD,yahoo:^RUT
41,120.08999633789062,118.94000244140625,118.94000244140625,119.33000183105469,228290000,1987-11-06,0.0,USD,yahoo:^RUT
42,119.31999969482422,117.26000213623047,119.31999969482422,117.62000274658203,160690000,1987-11-09,0.0,USD,yahoo:^RUT
43,117.62000274658203,115.25,117.62000274658203,115.55999755859375,184310000,1987-11-10,0.0,USD,yahoo:^RUT
44,116.68000030517578,115.5,115.56999969482422,116.26000213623047,147850000,1987-11-11,0.0,USD,yahoo:^RUT
45,118.66999816894531,116.20999908447266,116.26000213623047,118.3499984741211,206280000,1987-11-12,0.0,USD,yahoo:^RUT
46,118.63999938964844,118.0999984741211,118.3499984741211,118.30999755859375,174920000,1987-11-13,0.0,USD,yahoo:^RUT
47,119.0199966430664,118.01000213623047,118.31999969482422,118.2699966430664,164340000,1987-11-16,0.0,USD,yahoo:^RUT
48,118.2699966430664,116.04000091552734,118.26000213623047,116.30000305175781,148240000,1987-11-17,0.0,USD,yahoo:^RUT
49,116.69000244140625,115.76000213623047,116.30000305175781,116.69000244140625,158260000,1987-11-18,0.0,USD,yahoo:^RUT
50,116.69000244140625,115.04000091552734,116.69000244140625,115.11000061035156,157140000,1987-11-19,0.0,USD,yahoo:^RUT
51,115.1500015258789,113.83999633789062,115.11000061035156,114.44999694824219,189170000,1987-11-20,0.0,USD,yahoo:^RUT
52,114.5,114.08999633789062,114.44999694824219,114.47000122070312,143160000,1987-11-23,0.0,USD,yahoo:^RUT
53,115.87999725341797,114.29000091552734,114.47000122070312,115.58000183105469,199520000,1987-11-24,0.0,USD,yahoo:^RUT
54,115.97000122070312,115.38999938964844,115.58000183105469,115.97000122070312,139780000,1987-11-25,0.0,USD,yahoo:^RUT
55,115.95999908447266,115.52999877929688,115.95999908447266,115.61000061035156,86360000,1987-11-27,0.0,USD,yahoo:^RUT
56,115.62999725341797,110.55999755859375,115.5999984741211,111.69999694824219,268910000,1987-11-30,0.0,USD,yahoo:^RUT
57,112.08999633789062,111.12999725341797,111.69000244140625,111.2699966430664,149870000,1987-12-01,0.0,USD,yahoo:^RUT
58,111.30000305175781,110.83000183105469,111.2699966430664,111.11000061035156,148890000,1987-12-02,0.0,USD,yahoo:^RUT
59,111.1500015258789,108.86000061035156,111.11000061035156,108.94000244140625,204160000,1987-12-03,0.0,USD,yahoo:^RUT
60,108.94000244140625,106.19000244140625,108.94000244140625,106.5,184800000,1987-12-04,0.0,USD,yahoo:^RUT
61,106.5199966430664,106.16000366210938,106.48999786376953,106.43000030517578,146660000,1987-12-07,0.0,USD,yahoo:^RUT
62,107.23999786376953,106.37999725341797,106.44000244140625,107.23999786376953,227310000,1987-12-08,0.0,USD,yahoo:^RUT
63,108.88999938964844,107.23999786376953,107.23999786376953,108.88999938964844,231430000,1987-12-09,0.0,USD,yahoo:^RUT
64,109.05999755859375,107.19999694824219,108.88999938964844,108.62000274658203,188960000,1987-12-10,0.0,USD,yahoo:^RUT
65,109.31999969482422,108.54000091552734,108.62999725341797,109.31999969482422,151680000,1987-12-11,0.0,USD,yahoo:^RUT
66,112.06999969482422,109.0999984741211,109.30999755859375,112.06999969482422,187680000,1987-12-14,0.0,USD,yahoo:^RUT
67,114.36000061035156,112.06999969482422,112.06999969482422,114.36000061035156,214970000,1987-12-15,0.0,USD,yahoo:^RUT
68,116.83999633789062,113.87000274658203,114.36000061035156,116.81999969482422,193820000,1987-12-16,0.0,USD,yahoo:^RUT
69,117.30999755859375,116.25,116.81999969482422,116.94000244140625,191780000,1987-12-17,0.0,USD,yahoo:^RUT
70,119.45999908447266,116.44999694824219,116.94000244140625,119.45999908447266,276220000,1987-12-18,0.0,USD,yahoo:^RUT
71,119.91999816894531,119.25,119.44999694824219,119.91999816894531,161790000,1987-12-21,0.0,USD,yahoo:^RUT
72,119.93000030517578,118.75,119.91999816894531,119.30999755859375,192650000,1987-12-22,0.0,USD,yahoo:^RUT
73,120.81999969482422,119.30999755859375,119.30999755859375,120.80000305175781,203110000,1987-12-23,0.0,USD,yahoo:^RUT
74,121.58999633789062,120.79000091552734,120.79000091552734,121.58999633789062,108800000,1987-12-24,0.0,USD,yahoo:^RUT
75,121.58999633789062,118.68000030517578,121.58999633789062,119.0,131220000,1987-12-28,0.0,USD,yahoo:^RUT
76,118.98999786376953,118.0199966430664,118.98999786376953,118.30000305175781,111580000,1987-12-29,0.0,USD,yahoo:^RUT
77,119.5,118.30000305175781,118.30999755859375,119.5,149230000,1987-12-30,0.0,USD,yahoo:^RUT
78,120.41999816894531,118.61000061035156,119.5,120.41999816894531,170140000,1987-12-31,0.0,USD,yahoo:^RUT
79,123.51000213623047,120.43000030517578,120.43000030517578,123.5,181810000,1988-01-04,0.0,USD,yahoo:^RUT
80,126.55000305175781,123.5,123.5,126.12999725341797,209520000,1988-01-05,0.0,USD,yahoo:^RUT
81,127.0,126.12999725341797,126.12999725341797,127.0,169730000,1988-01-06,0.0,USD,yahoo:^RUT
82,128.02999877929688,126.52999877929688,127.0,128.02999877929688,175360000,1988-01-07,0.0,USD,yahoo:^RUT
83,128.19000244140625,123.83999633789062,128.02999877929688,123.83999633789062,197300000,1988-01-08,0.0,USD,yahoo:^RUT
84,123.83999633789062,121.58000183105469,123.83999633789062,122.5199966430664,158980000,1988-01-11,0.0,USD,yahoo:^RUT
85,122.66999816894531,120.5199966430664,122.51000213623047,121.2300033569336,165730000,1988-01-12,0.0,USD,yahoo:^RUT
86,121.44999694824219,120.48999786376953,121.23999786376953,121.30000305175781,154020000,1988-01-13,0.0,USD,yahoo:^RUT
87,121.9800033569336,121.1500015258789,121.30999755859375,121.77999877929688,140570000,1988-01-14,0.0,USD,yahoo:^RUT
88,124.19999694824219,121.77999877929688,121.77999877929688,123.66999816894531,197940000,1988-01-15,0.0,USD,yahoo:^RUT
89,124.0999984741211,123.68000030517578,123.68000030517578,124.05000305175781,135100000,1988-01-18,0.0,USD,yahoo:^RUT
90,124.44000244140625,123.61000061035156,124.04000091552734,124.44000244140625,153550000,1988-01-19,0.0,USD,yahoo:^RUT
91,124.44000244140625,121.48999786376953,124.44000244140625,121.76000213623047,181660000,1988-01-20,0.0,USD,yahoo:^RUT
92,121.76000213623047,121.12000274658203,121.76000213623047,121.62999725341797,158080000,1988-01-21,0.0,USD,yahoo:^RUT
