Id;Ticker;Description;Sector;Country;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
386;IGSTP;IZHSTAL PAO PUBIC;Non-Energy Minerals;Russian Federation;Steel;998;1;276;1026001070;;-1728.2377000;;1320.00;187.20;520.7333333;226.0000000;-1728.2377000;55.2704442;0.3818046;-0.8635711;0;;;0.0000000;-39379000;;;-1728.2377000;;-1728.2377000;;0;7.6401726;1272131000;;16897079000;72.2579722;5207022000;-1845134000;-10.9198401;-3.3473064;-9.4531191;;;0.6852050;0.0603415;0.0603415;;0.9610028;-22.0138843;;;;95520;8449344000;4625474000;5257614000;14537568000;14537568000;16897079000;1067639;4.8205128;4.6242465;275448;998.3333333;2.3589744;14.5809415
387;IGST;IZHSTAL PAO PUBIC;Non-Energy Minerals;Russian Federation;Steel;956;-1;234;1026001070;;-1728.2377000;;2202.00;203.50;756.4777778;444.7666667;-1728.2377000;23.3300082;0.3818046;-0.8635711;0;;;0.0000000;-39379000;;;-1728.2377000;;-1728.2377000;;0;7.6401726;1272131000;;16897079000;57.1793221;5207022000;-1845134000;-10.9198401;-3.3473064;-9.4531191;;;0.7857640;0.0607206;0.0607206;;0.3964758;-22.0138843;;;;30815;8449344000;4625474000;5257614000;14537568000;14537568000;16897079000;1067639;4.8218029;4.9668312;223704;970.0000000;-14.4136079;-5.1587302
388;DZRD;DONSKOY FACTORY OF;Consumer Durables;Russian Federation;Home Furnishings;2170;1;8;936928775;8.1528816;268.0034000;650;3840.00;513.20;74.0888889;13.0333333;334.0642000;-12.2379951;2.6056171;0.2373630;0;;0.0000000;0.0000000;;4.4595800;1599870000;334.0642000;;268.0034000;;0;15.7370725;230298000;32161000;1233255000;60.9166386;590249000;152980000;9.5248149;15.7370725;11.9605849;0.3577660;0.3595850;69.3649000;0.7765489;0.8112346;1.4440799;0.7843137;3.2755077;4.4681541;3.6284993;1897315.3850000;;3814091000;705919000;666450000;1009534000;1006366000;1233255000;457876;1.6241299;1.2046821;17360;2165.0000000;-8.2452431;5.8536585
389;DZRDP;DONSKOY FACTORY OF;Consumer Durables;Russian Federation;Home Furnishings;1650;-1;30;936928775;6.0820124;268.0034000;650;3680.00;287.40;254.6777778;58.7333333;334.0642000;-20.7075354;2.6056171;0.2373630;0;;0.0000000;0.0000000;;3.7404600;1336590000;334.0642000;;268.0034000;;0;15.7370725;230298000;32161000;1233255000;10.9249442;590249000;152980000;9.5248149;15.7370725;11.9605849;0.2668918;0.2658160;51.0932000;0.5793020;0.6051773;1.4440799;0.7751938;3.2755077;4.4681541;3.6284993;1897315.3850000;;3814091000;705919000;666450000;1009534000;1006366000;1233255000;457876;1.2269939;1.2123851;49500;1643.3333330;-2.3668639;9.2715232
390;KLSB;KALUGA POWER SALE;Utilities;Russian Federation;Electric Utilities;9.9;-1;45300;906639554;;;;84.00;2.79;143437.7778000;162596.6667000;;-0.0116777;0.7530417;3.3314017;;;;0.0000000;;;;;;;;;;;;;51.8926545;3452325000;;;;;;;;;;;0.5913838;1.0690418;6.6807320;3.6097304;;17007489;6119986000;2919688000;3521225000;;5063006000;;91487300;1.3211382;2.5312451;448470;9.9033333;-21.1783440;-11.5281501
391;TASB;TAMBOV POWER SUPPL;Utilities;Russian Federation;Electric Utilities;0.495;-1;20000;837969586;;;;0.71;0.03;1474111.1110000;390000.0000000;;-0.0126144;1.3612680;0.0082047;;;;0.0000000;;;;;;;;0;;;923027000;;28.0148151;-261163000;;;;;;;;;;1.3534664;0.0680272;;;;;490352471;947723000;787631000;2826000;;603288000;;1525990000;2.5252525;3.0354034;9900;0.4991667;10.0000000;26.9230769
392;TASBP;TAMBOV POWER SUPPL;Utilities;Russian Federation;Electric Utilities;0.418;1;110000;837969586;;;;0.60;0.04;3905444.4440000;841333.3333000;;-0.0020438;1.3612680;0.0082047;;;;0.0000000;;;;;;;;0;;;923027000;;44.3720105;-261163000;;;;;;;;;;1.3534664;0.4845815;;;;;;947723000;787631000;2826000;;603288000;;1525990000;1.9441069;2.9114910;45980;0.4163333;19.5994278;53.6764706
393;TUZA;TUIMAZINSKIY ZAVOD;Transportation;Russian Federation;Trucking;93.5;-1;2570;768570025;;;;374.50;45.00;1817.6666670;809.6666667;0.8728000;-4.4139278;0.8050493;0.0000000;0;;;0.0000000;;13.3620000;;0.8728000;;;;0;;173793000;;1883903000;69.4756036;-1689000;7174000;;;;20.0933535;;10.8119000;;0.4079669;;4.2904841;0.9592730;20.6964198;20.6964198;;;729232000;552862000;0;690982000;690982000;1883903000;8220000;10.9826590;2.5915298;240295;92.0000000;-6.5000000;-5.5555556
394;ARSA;ARSAGERA ASSET MGM;Finance;Russian Federation;Investment Managers;6.21;1;77000;755284720;;;;7.18;0.50;94444.4444400;24300.0000000;;0.3882841;;0.0184278;;;;3.2786887;;;495140000;;;;;0;;;33951000;;63.3732828;4824000;;;;;;1.8572400;;;;;5.0326797;1.3958214;1.5522948;1.5419960;;;289781000;;4865000;;25777000;;123817000;4.8701299;2.1283517;478170;6.2500000;65.6000000;63.4210526
395;STSBP;STAVROPOLENERGOSBY;Utilities;Russian Federation;Electric Utilities;0.5395;-1;937000;705931729;;;;1.45;0.06;4871788.8890000;4502066.6670000;;-0.0250763;1.0345282;1.8074878;;;;11.4849030;;;;;;;;0;;;;;61.8982850;1150579000;;;;;;;;;;;1.0169308;2.2165700;12.1184897;4.9585709;;;3523664000;1959985000;1277254000;;2817018000;;859075000;4.4339623;4.2784185;505512;0.5410000;37.6275510;64.9847095
396;STSB;STAVROPOLENERGOSBY;Utilities;Russian Federation;Electric Utilities;0.644;-1;116000;705931729;;;;1.80;0.16;1020400.0000000;217933.3333000;;-0.0104315;1.0345282;1.8074878;;;;0.0000000;;;;;;;;0;;;;;66.1602961;1150579000;;;;;;;;;;;1.2446352;2.2165700;12.1184897;4.9585709;;45101438;3523664000;1959985000;1277254000;;2817018000;;859075000;4.4303798;3.7231190;74704;0.6453333;43.4298441;21.6241738
397;DIOD;DIOD;Consumer Non-Durables;Russian Federation;Household/Personal Care;7.74;-1;138900;699975009;;;;12.71;2.40;430903.3333000;424403.3333000;0.4068000;-0.8507747;8.7522272;0.0366193;-38798000;0.6500000;;8.4967320;;5.9736800;;0.4068000;;;;30000000;;314490000;;516528000;13.0110455;-83856000;37224000;;;;0.5792764;;10.5646000;;1.3551540;;0.4547091;2.6158902;3.0755058;2.9808746;;21449979;1397076000;920533000;44032000;194649000;194649000;516528000;91500000;2.1992238;5.0287939;1075086;7.7900000;9.9431818;10.8882522
398;LVHK;LEVENHUK INC;Distribution Services;Russian Federation;Wholesale Distributors;12.37;1;3800;651691405;;;;22.15;4.05;104972.2222000;16323.3333300;;0.0643124;2.0443754;0.2643615;;;;2.4370432;;;;;;;;394868000;;;;;45.5959709;120525000;;;;;;;;;;;0.3473492;2.9381841;5.0861312;4.5556661;;;1516020000;1115493000;230095000;;645640000;;52940000;2.0424837;3.1203281;47006;12.3666667;50.6699147;49.3961353
399;ASSB;ASTRAKHAN POWER SA;Utilities;Russian Federation;Electric Utilities;0.83;-1;138000;636919831;;;;1.78;0.16;1570288.8890000;101800.0000000;;-0.0192920;1.6713532;0.6516089;;;0.0000000;0.0000000;;;550624000;;;;;0;;;1634497000;;26.3669288;-118430000;;;;;;4.9150800;;;;1.6713532;1.7579618;;;;;;4516524000;4440488000;88697000;;4380404000;;773900078;1.3414634;1.6459496;114540;0.8270000;8.9238845;4.1405270
400;KTSB;KOSTROMSKAYA SBYTO;Utilities;Russian Federation;Electric Utilities;0.648;1;2000;602579965;;;;1.68;0.17;113211.1111000;25966.6666700;;0.0166011;1.3177743;0.4854360;;;0.0000000;0.0000000;;;886951000;;;;;0;;;1222428000;;44.4213892;271688000;;;;;;1.0558800;;;;1.3155435;0.1307190;1.8439397;6.4797570;6.4797570;;;1821690000;1632211000;282865000;;1238987000;;1005331000;0.3086420;2.0684477;1296;0.6480000;-2.7027027;6.9306931
401;KTSBP;KOSTROMSKAYA SBYTO;Utilities;Russian Federation;Electric Utilities;0.3055;1;40000;602579965;;;;0.74;0.16;196444.4444000;92000.0000000;;0.0015114;1.3177743;0.4854360;;;0.0000000;0.0000000;;;542625000;;;;;0;;;1222428000;;39.3855895;271688000;;;;;;0.4649680;;;;1.3155435;0.6349206;1.8439397;6.4797570;6.4797570;;;1821690000;1632211000;282865000;;1238987000;;1005331000;3.1096563;1.9808614;12220;0.3060000;3.0354132;10.4882459
402;MRSB;MORDOVIA ENERGY RE;Utilities;Russian Federation;Electric Utilities;0.435;1;900000;590471573;5.1345029;0.0855000;;1.09;0.07;2710555.5560000;2607000.0000000;0.0549000;0.0259254;0.8062384;1.8870431;-30349000;0.0594730;;13.5473800;;2.9724900;981773000;0.0549000;;0.0855000;;0;46.6812699;3165897000;910871000;7006906000;39.7306456;472004000;73847000;1.6292486;3.8770530;2.1760210;2.9706320;1.8469800;2.1724700;0.0836842;0.0842699;0.8027963;1.0909091;7.6223104;49.2276004;49.2276004;;215878553;1481209000;969925000;520839000;1187064000;1205201000;7006906000;1345037710;3.4642032;3.9332422;391500;0.4386667;22.5352113;19.8347107
403;SARE;SARATOVENERGO;Utilities;Russian Federation;Electric Utilities;0.1216;-1;630000;584788381;;0.0140000;738;0.45;0.02;1335666.6670000;478666.6667000;0.0008000;-0.0014710;;;0;0.0000000;;0.0000000;;25.7924000;;0.0008000;;;;;42.9034941;9490652000;2337085000;22200099000;55.8288888;;4973000;0.0897130;2.6712772;0.4847545;4.5877863;;10.3512000;;0.0348839;;1.0063898;;;;30081434.9600000;1242627179;;;;3010159000;;22200099000;6442822580;3.1879195;1.4863350;76608;0.1212000;-0.9771987;2.0134228
404;SAREP;SARATOVENERGO;Utilities;Russian Federation;Electric Utilities;0.1064;1;4730000;584788381;;;738;0.25;0.02;809555.5556000;678000.0000000;0.0000000;-0.0008985;;;0;0.0000000;;;;;;0.0000000;;;;;42.9056734;9701772509;2302439915;22693942437;79.3879707;;5083625;0.0903085;2.6686085;0.4858819;3.9323937;;;;0.0273555;;14.4648318;;;;30750599.5100000;;;;;3010159000;;22693942437;6442822580;10.2040816;3.7794950;503272;0.1041333;10.6029106;9.4650206
405;RUGR;RUSGRAIN HOLDING;Process Industries;Russian Federation;Agricultural Commodities/Milling;11.494;-1;152100;487868430;;;;8200.00;3.35;320609.2222000;129806.0000000;;0.1463246;0.7940909;-1.7563945;;;;0.0000000;;;;;;;;0;;;;;49.5618006;13295722000;;;;;;;;;;;2.8681878;-20.2998042;;-39.0741983;;26795495;8906413000;3466691000;13313386000;;16486365000;;42984000;4.9197672;3.5045080;1748237;11.5786667;20.0543138;33.8067520
406;DASB;DAGESTAN ENERGY SU;Utilities;Russian Federation;Electric Utilities;0.0723;-2;6117000;401506623;;;;2.19;0.00;8284777.7780000;4097933.3330000;;-0.0032664;0.0294061;-0.0046120;;;0.0000000;0.0000000;;;;;;;;0;;;0;;26.1743668;87944000;;;;;;;;;;0.0294010;0.9785165;-222.5406263;;;;1431216735;1582020000;1338171000;202580000;;45506590000;;5269110000;7.1830986;4.5034672;442259;0.0731333;-22.8388474;-12.8915663
407;VLHZ;VLADIMIR CHEMICAL;Process Industries;Russian Federation;Chemicals: Specialty;65;-2;3240;329619065;;;;335.00;41.25;9407.7777780;4149.0000000;;-0.7438624;0.8261707;1.7814494;;;;0.0000000;;;;;;;;0;;;;;40.0659743;487612000;;;;;;;;;;;1.2004446;-5.9014402;-20.1761819;-15.9250993;;;1069595000;559957000;500500000;;788644000;;5005610;2.3255814;2.9342409;210600;65.1333333;13.7357791;-6.8100358
408;GRNT;CITY INNOVATIVE TE;Commercial Services;Russian Federation;Miscellaneous Commercial Services;0.371;-1;2823200;268277459;;;;4.50;0.28;5617721.1110000;3874873.3330000;;-0.0377557;1.6459790;0.0097710;;;;0.0000000;;;;;;;;0;;;;;18.8962838;-568300000;;;;;;;;;;;0.3877553;2.7981073;6.1420353;6.1226838;;138384002;1617132000;1604874000;6228000;;979736000;;737026000;2.4657534;3.2243436;1047407;0.3700000;-43.8304315;-25.9481038
409;ELTZ;ELECTROZINK;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;166.5;-1;37;233817276;;;;2600.00;107.50;3612.7777780;806.8000000;;2.3139249;0.4709262;14.3586279;;;;0.0000000;;;;;;;;0;;;;;34.8918126;2507361000;;;;;;;;;;;0.0730071;;;;;315120;3620247000;1598833000;2529100000;;3444109000;;1404310;1.2048193;3.0748439;6161;166.8333333;-15.0510204;1.5243902
410;MSST;MULTISISTEMA;Commercial Services;Russian Federation;Miscellaneous Commercial Services;1.947;-1;354200;197000003;;;;21.00;0.54;4127743.3330000;1306890.0000000;0.0293000;-0.0686993;1.0054150;0.5210619;0;;;0.0000000;;;;0.0293000;;;;0;;48588000;;515694000;76.8156071;35773000;2933000;;;;2.4692442;;1.6183600;;0.3818156;;0.1679270;0.0975796;3.7470935;3.7470935;;;3291137000;3207491000;41550000;3211396000;3211396000;515694000;100000000;3.3591731;5.3627024;689627;1.9606667;23.3058898;12.2190202
411;GTLC;GAS TO LIQUID;Producer Manufacturing;Russian Federation;Industrial Machinery;0.0644;1;433336000;152904397;;;;3.37;0.03;53264344.4400000;42984266.6700000;0.0000000;0.0246989;53.8233861;0.0009512;0;;;0.0000000;;;;0.0000000;;;;0;;-7068000;;0;92.4351151;12114000;7000;;;;0.0070501;;;;;;10.4368015;0.0000320;0.0000323;0.0000323;;;21889848000;8615940000;20630000;201637000;201637000;0;2546000000;25.7911392;7.5445689;27906838;0.0690333;-6.1224490;24.3243243
412;SIBG;SIBERIAN GOSTINEC;Distribution Services;Russian Federation;Wholesale Distributors;0.1485;-1;5961800;95316165;;-0.0194000;;6.00;0.14;12467216.6700000;7698746.6670000;-0.0198000;-0.0174178;0.3639326;0.4151223;0;0.0000000;0.0000000;0.0000000;;43.5329000;306221000;-0.0198000;;-0.0194000;;0;31.6134401;10938000;1546000;29992000;18.7755745;111155000;-12569000;-43.0493429;-26.5924616;-43.0493429;0.3531952;0.7272040;;3.3051134;3.1780530;0.2321753;0.9562058;-3.1373907;-6.9005575;-6.8392783;;;416966000;52942000;111352000;115058000;148726000;29992000;633330000;5.9233450;4.7369610;885327;0.1480000;-70.3000000;-57.8723404
413;ODVA;MEDIAHOLDING;Consumer Services;Russian Federation;Broadcasting;0.1132;-1;2783000;81480002;;-0.0536000;;3.83;0.08;1553300.0000000;1099100.0000000;-0.0536000;0.0049726;0.3921456;-0.9823135;0;;;0.0000000;-15048000;;;-0.0536000;;-0.0536000;;0;34.1053715;7289000;;21372000;75.1959607;469085000;-37539000;-175.6457047;-80.4042673;-175.6410256;;;;3.8124649;3.8124649;;5.9926787;-230.9879088;;-312.9459966;;;17652000;16316000;470260000;496379000;496379000;21372000;700000000;6.0070671;3.1631486;315036;0.1154667;-22.6775956;-8.8566828
414;TUCH;TUCHKOVSKIY COMPL;Distribution Services;Russian Federation;Wholesale Distributors;1.58;-1;173880;64174602;;;;26.90;0.60;2349098.6670000;363014.0000000;;-0.0535842;0.5681596;0.0110794;;;;0.0000000;;;;;;;;0;;;;;57.2991645;881000;;;;;;;;;;;0.2960038;7.1758161;13.4934629;13.4934629;;;175132000;36623000;1100000;;75849000;;39860000;2.1573604;4.8958082;274730;1.5886667;-65.5021834;-45.7417582
415;RLMN;ROLLMAN GROUP;Producer Manufacturing;Russian Federation;Industrial Conglomerates;10.4;2;170190;46529996;;;;17.50;8.30;51967.8888900;22605.3333300;;1.1932292;1.4291055;0.3508040;;;;0.0000000;;;;;;;;0;;;;;67.5227498;136358000;;;;;;;;;;;14.5411825;-2.8357316;-8.8018828;-5.4406205;;114734;802610000;340200000;140243000;;402834000;;3824477;16.6666667;3.2771564;1769976;10.6000000;;-9.5652174
