ID;Ticker;Description;Country;Sector;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
182;YKEN;YAKUTSKENERGO;Russian Federation;Utilities;Electric Utilities;0,4;-1;400000;3689016235;;-0,2157;;0,56;0,0856;431555,5556;285666,6667;-0,2157;0,01960232;0,98712149;49,97261568;0;0;;0;-11125000000;;;-0,2157;;-0,2157;;0;-56,94908591;-11588000000;;20348000000;72,99754828;52673000000;-2005000000;-9,85354826;-66,33084333;-13,54432868;3,55073736;;;0,18480008;0,18480008;;0,93457944;-3,33969068;-96,93014262;-4,8689275;;1064759826;62439000000;18549000000;52921000000;61380000000;61380000000;20348000000;9296200000;3,5;3,03819696;160000;0,40466667;3,8961039;5,12483574
183;YKENP;YAKUTSKENERGO;Russian Federation;Utilities;Electric Utilities;0,35;-1;90000;3689016235;;-0,2157;;0,573;0,09;842333,3333;700666,6667;-0,2157;0,00964464;0,98712149;49,97261568;0;0;;0;-11125000000;;;-0,2157;;-0,2157;;0;-56,94908591;-11588000000;;20348000000;87,3687037;52673000000;-2005000000;-9,85354826;-66,33084333;-13,54432868;3,08110955;;;0,16035804;0,16035804;;0,07653061;-3,33969068;-96,93014262;-4,8689275;;872494067;62439000000;18549000000;52921000000;61380000000;61380000000;20348000000;9296200000;2,85714286;2,49679938;31500;0,35333333;-5,02035278;-3,18118949
184;ALBK;BEST EFFORTS BANK;Russian Federation;Finance;Regional Banks;64,5;-1;180;3644250108;47,66479456;1,3532;;348;13;2781,222222;862,6666667;1,3534;-0,60594361;2,19059977;2,08661252;-6000;;;0;;;;1,3534;;1,3532;;0;;;;1371237000;49,76412681;1944595000;76458000;5,60072784;-3,78861131;7,23044602;3,22665366;;14,523;2,6694986;2,65763686;;0,39130435;1,26535887;6,98626513;4,77443841;;6128656,59;6813144000;5410512000;2356664000;5683723000;5683723000;1371237000;56500000;1,5625;2,07913845;11610;64,5;20,56074766;13,15789474
185;KROT;KRASNYJ OCTYABR;Russian Federation;Consumer Non-Durables;Food: Specialty/Candy;388,5;-1;3560;3608683628;;-22,0284;;998;78;2351,222222;1933,333333;-22,0284;-18,63557073;2,02237585;0,11037168;0;0,1;;0,02554278;201946000;21,5441;;-22,0284;;-22,0284;;0;8,25645575;1165137000;;14111830000;65,53110217;772332000;-203049000;-1,43885662;-1,19882397;-2,36006953;0,45297569;;;0,25572047;0,25572047;;0,90723751;-1,67674099;-2,52028808;-2,36706333;;358849,607;12357205000;6585960000;897313000;4227284000;4227284000;14111830000;9217580;7,97297297;2,85287165;1383060;386;0,64766839;4,8582996
186;ISKJ;HUMAN STEM CELLS;Russian Federation;Health Technology;Biotechnology;50,21;2;4389200;3437250137;47,17447247;0,9715;;54,68;7,6;375314,4444;717426,6667;1,0001;14,77129198;1,03561603;1,17700723;0;0;;0;160349000;15,4369;;1,0001;;0,9715;;0;32,42357404;352786000;;1084023000;80,74727369;380560000;72851000;6,72042936;7,88331982;8,6562739;17,18629297;;;3,07979944;3,07979944;;3,15347808;5,00498602;49,72662676;16,71956725;;;1512095000;575933000;488458000;1097095000;1097095000;1084023000;71993800;14,15448852;6,40081269;220381732;50,93;100,5992729;31,57756813
187;RDRB;ROSDORBANK;Russian Federation;Finance;Major Banks;218;-1;340;3334818954;;;;625;150;4895,222222;435,6666667;;-1,50267132;0,77540207;0,78187854;;;;4,9636364;;;;;;;;0;;;;;43,67699106;374054000;;;;;;;;;;;0,64393939;;;;;736352,0976;21291361000;4465121000;1901391000;;18859537000;;15955970,82;0,91743119;1,61051257;74120;218,6666667;-11,02040816;-1,8018018
188;CHKZ;CHELYABINSK FORGE&;Russian Federation;Producer Manufacturing;Auto Parts: OEM;5520;-1;2;3301188171;;;;10860;1350;14,47777778;5,7;;-52,54277139;1,14895441;2,50849611;;;;3,4545455;;;;;;;;0;;;;;12,53176004;4913363000;;;;;;;;;;;0,4;1,81961999;10,67409223;5,01694752;;532691,7;11737704000;8013980000;5078932000;;9713012000;;800288;0,72463768;0,53218174;11040;5520;3,37078652;-7,69230769
189;CNTLP;CENTRAL TELEGRAPH;Russian Federation;Communications;Specialty Telecommunications;10,36;-1;77000;2919000662;;;;33,98;3,63;291274,4444;173246,6667;;-0,35187038;2,31179994;0,04496263;;;;2,4038463;;;;;;;;0;;;;;23,9167952;135613000;;;;;;;;;;;0,76502732;49,68713756;78,79900926;75,89085745;;54696637,5;4999023000;3615380000;141617000;;1849363000;;221556000;1,36452242;2,26829534;797720;10,34;-63,64912281;-20,91603053
190;CNTL;CENTRAL TELEGRAPH;Russian Federation;Communications;Specialty Telecommunications;14,02;-2;50200;2919000662;;;;42,299999;9,05;139487,7778;104713,3333;;-0,29574169;2,31179994;0,04496263;;;;0;;;;;;;;0;;;;;25,85066914;135613000;;;;;;;;;;;1,05395759;49,68713756;78,79900926;75,89085745;;32544803,95;4999023000;3615380000;141617000;;1849363000;;221556000;0,8583691;2,07848464;703804;14,03333333;-51,23478261;-8,66449511
191;ORUP;OR GROUP;Russian Federation;Commercial Services;Miscellaneous Commercial Services;23;-1;167350;2656815994;4,72077139;4,978;;180;22,4;188336,5556;159247,3333;4,978;-0,39578439;2,5292129;0,8734967;0;0;;0;2348414000;6,8518;;4,978;;4,978;;0;55,27862583;5954440000;;10771686000;42,71232098;12693529000;562798000;5,22479025;18,80771497;6,99172813;0,17677828;;;0,24664811;0,24664811;;0,99561537;1,90251918;3,81617809;2,92329894;;53967055,49;31162458000;28798435000;13127857000;16133372000;16133372000;10771686000;113056000;4,01046207;2,97573909;3849050;23,26666667;-34,65909277;-23,46089596
192;NFAZ;NEFAZ PTC;Russian Federation;Producer Manufacturing;Trucks/Construction/Farm Machinery;311;-1;4400;2612641072;9,071548;35,8263;;400;55;3717,666667;2103;35,8258;-17,19966404;0,88457882;6,85930115;0;0;0;0;;4,40685;3618540000;35,8258;;35,8263;;0;4,97140736;1352423000;368930000;27204027000;38,80613635;1737438000;288004000;1,0586815;2,51674136;1,3647575;8,96071924;6,45172;3,0157;0,09603877;0,09604001;0,4287258;4,66101695;3,85599427;195,2185672;195,2185672;;1726754,861;7662537000;6380023000;1999939000;7370971000;7370971000;27204027000;8038896;8,92143808;4,20663109;1368400;312,8666667;88,94288038;33,3619211
193;SLEN;SAKHALINENERGO;Russian Federation;Utilities;Electric Utilities;4,7;-1;27700;2492148220;;-4,9939;;50;2,5;63148,88889;57590;-4,9939;-0,67430994;0,69696523;9,47380074;0;;;0;-335000000;;;-4,9939;;-4,9939;;0;-11,77309298;-1156000000;;9819000000;10,48363778;23722000000;-2648000000;-26,96812303;-23,71931969;-19,75761279;0,9196122;;3,47069;0,25380876;0,25380862;;0,25126996;-8,03215288;-65,79699342;-10,51670042;;398263617,2;32293000000;4731000000;25674000000;29583000000;29583000000;9819000000;530244000;0,53475936;2,26058596;130190;4,69166667;-20,94196804;-6,74603175
194;NAUK;NPO NAUKA;Russian Federation;Electronic Technology;Aerospace & Defense;202,4;1;120;2353184319;;;;650;84;2122,777778;2627,333333;1,5403;1,84961603;2,63081826;0,50616146;0;0;;0;;12,8828;;1,5403;;;;0;;581596000;;1854109000;34,00117214;1283711000;17318000;;;;0,75528223;;13,087;;1,20912558;;0,14669927;0,34657536;0,67389999;0,44656015;;11254044,49;5729228000;2596223000;1558953000;2649276000;2649276000;1854109000;11789500;1,19760479;1,84128974;24288;201,8666667;2,3255814;3,05499506
195;SAGO;SAMARAENERGO;Russian Federation;Utilities;Electric Utilities;0,666;1;2888000;2321537298;;;;0,792;0,122;1033033,333;1061666,667;;0,00044714;1,47565696;0;;;;0;;;;;;;;0;;;;;76,32690705;-1304871000;;;;;;;;;;;4,49354287;3,31893581;5,8009902;5,8009902;;2194136600;7421378000;4507890000;0;;3121452000;;3538930000;4,375;4,81612451;1923408;0,658;42,30769231;13,26530612
196;KBSB;TNS ENERGO KUBAN;Russian Federation;Utilities;Electric Utilities;125;-2;50;2251549450;;;;235;45;519,5555556;273,3333333;;-2,25020962;0,76673489;-5,85686689;;;;0;;;;;;;;0;;;;;18,14204487;4232085000;;;;;;;;;;;0,12468828;-0,91132351;-15,1649188;-14,70182836;;16361740,85;11488889000;9256880000;4329560000;;12228117000;;17869400;0,8;0,88786215;6250;125,3333333;-14,67576792;-2,72373541
197;ZVEZ;ZVEZDA;Russian Federation;Producer Manufacturing;Industrial Machinery;4,005;-1;15000;2248082031;;;;8,98;0,1909;35988,88889;30333,33333;;-0,00717535;1,03767016;1,16476408;;;;0;;;;;;;;0;;;;;54,19835839;1102811000;;;;;;;;;;;0,66964286;-3,52041631;-46,16314226;-17,97839465;;47845971,77;9925321000;7328559000;1320005000;;8792040000;;562021000;0,875;1,11190739;60075;4,01333333;-13,49892009;0,75471698
198;GTRK;GLOBALTRUCK MGMT;Russian Federation;Transportation;Trucking;35,7;1;18940;2125097975;;;;141;25,65;35964,44444;25405,33333;;-0,7398669;1,10114067;0,77076545;;;;0;;;;;;;;;;;;;63,31118148;3059919000;;;;;;;;;;;0,56633675;2,36874856;5,04615231;3,22405841;;56968217,96;9927737000;2831755000;3739932000;;5075506000;;58462100;7,60059613;2,34926367;676158;35,11666667;-17,74193927;-13,55931994
199;LIFE;PHARMSYNTHEZ;Russian Federation;Health Technology;Pharmaceuticals: Other;5,82;-1;1079100;1788003826;;;;25,450001;3,95;2530618,889;4365156,667;;-0,00093656;0,66409066;0,22032168;;;;0;;;;;;;;431245000;;;;;56,21720397;44994000;;;;;;;;;;;0,64273462;-47,88624616;-82,51528537;-80,3609151;;85973557,78;3123264000;835096000;297620000;;1772421000;;301011000;1,72562554;3,84855389;6280362;5,83666667;-19,27877947;-15,03649635
200;MISBP;TNS ENERGO MARI EL;Russian Federation;Utilities;Electric Utilities;10,7;-1;7200;1773238919;;;;14,8;1,68;21546,66667;9750;1,9378;-0,33382153;1,02239403;0,87442374;-98344000;;;0;;4,74133;;1,9378;;;;0;;466938000;;8160927000;14,93283386;681673000;256735000;;;;1,28519246;;9,2536;;0,17695529;;1,41453831;8,95877901;25,6708944;22,74462868;;;3050300000;1957630000;982527000;1926672000;1926672000;8160927000;121848000;3,80952381;2,10415443;77040;10,7;-18,93939394;-7,75862069
201;MISB;TNS ENERGO MARI EL;Russian Federation;Utilities;Electric Utilities;13,7;-1;1600;1773238919;;;;16,299999;1,521;15346,66667;11126,66667;1,9378;-0,77202284;1,02239403;0,87442374;-98344000;;;0;;5,04912;;1,9378;;;;0;;466938000;;8160927000;19,71165128;681673000;256735000;;;;1,60354289;;10,1162;;0,22078825;;0,1459854;8,95877901;25,6708944;22,74462868;;;3050300000;1957630000;982527000;1926672000;1926672000;8160927000;121848000;1,48148148;2,65551377;21920;13,63333333;3,78787879;6,20155039
202;NKSH;NIZHNEKAMSKSHINA C;Russian Federation;Producer Manufacturing;Auto Parts: OEM;24,16;1;23500;1526998791;;-63,4664;;37;8,1;52654,44444;15700;-63,4664;0,37671297;0,15266738;-1,0189131;0;;;0;;3,42885;;-63,4664;;-63,4664;;0;28,60433715;1367416000;;6966052000;58,31118854;2248348000;-4169804000;-59,85892727;8,87937673;-74,25527401;;;;0,22598136;0,22598108;;4,22661871;-72,11406526;-1102,106777;-1355,745036;;15289114,88;3581639000;683085000;2249215000;5789104000;5789104000;6966052000;65701110;2,85954584;4,29425922;567760;24,10666667;9,12376283;12,68656191
203;TORS;TOMSK DISTRIBUTION;Russian Federation;Utilities;Electric Utilities;0,364;-2;80000;1525905540;;-0,0635;;0,627;0,137;103222,2222;49666,66667;-0,0771;-0,00165385;0,61930166;0,05475901;-42948000;;;0;148289000;15,8467;1666980000;-0,0771;;-0,0635;;0;-1,70828161;-190560000;272016000;6619046000;24,93112002;97601000;-339041000;-4,23243265;-5,68276938;-5,59918541;0,46307075;0,435164;;0,23881999;0,23776406;0,51769974;0,91954023;-5,75613509;-7,38784225;-7,16392302;;179508040;4668305000;515760000;197482000;1418500000;1061921000;6619046000;3819320000;2,49307479;1,40356876;29120;0,365;-15,15151515;-6,18556701
204;TORSP;TOMSK DISTRIBUTION;Russian Federation;Utilities;Electric Utilities;0,2765;-1;310000;1525905540;;-0,0635;;0,55;0,1402;889666,6667;413666,6667;-0,0771;-0,00524405;0,61930166;0,05475901;-42948000;;;0;148289000;11,185;1282330000;-0,0771;;-0,0635;;0;-1,70828161;-190560000;272016000;6619046000;29,74910246;97601000;-339041000;-4,23243265;-5,68276938;-5,59918541;0,35571077;0,328506;;0,18345111;0,18263999;0,51769974;1,06164384;-5,75613509;-7,38784225;-7,16392302;;;4668305000;515760000;197482000;1418500000;1061921000;6619046000;3819320000;2,20588235;1,52491813;85715;0,27533333;0,18115942;0
205;PRFN;CHELYABINSK PLANT;Russian Federation;Producer Manufacturing;Building Products;1,748;1;122700;1433471511;70,91286307;0,0241;;12,95;0,1401;344377,7778;234476,6667;0,0241;0,0231449;1,33505722;0,15957925;0;0;;0;;12,3204;;0,0241;;0,0241;;0;10,07460279;544133000;;5471779000;61,88990227;1690479000;20175000;0,36871007;3,10997575;0,35845746;0,13343681;;15,1271;0,26182221;0,26182221;;0,70586205;0,15393317;0,18808861;0,17783927;;142760352,7;13486120000;2595426000;1713309000;2749705000;2749705000;5471779000;838287450;0,80738178;2,47989809;214479,6;1,74333333;11,97950032;10,70297657
206;RBCM;RBC;Russian Federation;Technology Services;Internet Software/Services;3,642;-1;32800;1331628131;2,66471449;1,366;;24,9;2,66;304748,8889;103223,3333;1,366;-0,0115626;1,38675664;-1,2671962;0;0;;0;1292000000;12,317;;1,366;;1,366;;674000000;46,11416209;2771000000;;6009000000;27,67317446;13975000000;479000000;7,97137627;13,89582293;-8,78681977;;;1,91728;0,21241173;0,21241173;;0,2688745;8,8156805;;18,98157321;;150606073,4;5599000000;3288000000;15475000000;17811000000;17811000000;6009000000;350654420;1,54696133;1,47737169;119457,6;3,646;6,55354008;4,89631336
207;LPSB;LIPETSK POWER SALE;Russian Federation;Utilities;Electric Utilities;8,35;-1;500;1306384383;;;;12;1,4001;45931,11111;5766,666667;0,5877;-0,20040223;1,70613492;0,02794707;0;0;;0;;1,52665;;0,5877;;;;0;;940247000;;10979380000;41,95183281;-1023430000;91404000;;;;1,17224623;;3,06988;;0,11898526;;0,06877579;3,95608248;8,55261711;8,33464791;;;2473620000;2269313000;31145000;1359192000;1359192000;10979380000;155522000;0,60240964;1,14094572;4175;8,33333333;5,69620253;2,45398773
208;VGSBP;VOLGOGRADENERGOSBY;Russian Federation;Utilities;Electric Utilities;1,81;-2;21000;1281915164;;;;9,95;0,2919;53722,22222;22333,33333;;-0,05035113;0,36158328;-0,06216111;;;0;0;;;1096700000;;;;;0;;;518456000;;48,15213125;284509000;;;;;;;;;;0,36095539;0,75268817;-35,87995343;;;;;7482178000;4354123323;400208000;;13920416000;;400095100;4,4198895;3,61827709;38010;1,83666667;14,1955836;3,72492837
209;VGSB;VOLGOGRADENERGOSBY;Russian Federation;Utilities;Electric Utilities;3,63;1;2000;1281915164;;;;9,5;0,28;67522,22222;19300;;0,11889519;0,36158328;-0,06216111;;;0;0;;;1850880000;;;;;0;;;518456000;;47,85997949;284509000;;;;;;;;;;0,36095539;0,11111111;-35,87995343;;;;30884159,46;7482178000;4354123323;400208000;;13920416000;;400095100;0,82644628;3,12933151;7260;3,63;32;4,76190476
210;CHGZ;RN-WESTERN SIBERIA;Russian Federation;Energy Minerals;Oil & Gas Production;43;1;190;1167233850;;;;73;3,28;1081,222222;678,6666667;;1,66482169;;0;;;;0;;;;;;;;0;;;898000;;84,56964711;-1030000;;;;;;;;;;;0,20021075;;;;;;2828548000;;0;;35523000;;26771400;2,79069767;1,10308429;8170;43,4;0;-15,68627451
211;ROST;ROSINTER RESTAURAN;Russian Federation;Consumer Services;Restaurants;67;-1;640;1105501701;;-112,9331;;215;41,099998;2239,333333;801;-112,9278;-0,02917592;0,2132268;-3,37601271;-392000;0;;0;745743000;15,2198;;-112,9278;;-112,9331;;143137000;-12,70830761;-499216000;;3928265000;40,34291259;10395695000;-1835031000;-46,71352365;-31,78726486;-54,14726349;;;;0,28055917;0,28046022;;0,78239609;-17,7414166;;-29,53525017;;8350512,64;9668786000;886016000;10469721000;12769995000;12769995000;3928265000;15611061;1,8018018;1,58807605;42880;67,13333333;9,47712239;5,34591526
212;GEMA;INTL MED CNTR OF B;Russian Federation;Health Technology;Biotechnology;703,5;1;1930;1043601355;;;;1025,5;410;1791,388889;1340,466667;;12,25785115;1,12081676;0,1643976;;;;11,888412;;;;;;;;0;;;;;68,23245221;-2383000;;;;;;;;;;;1,0582881;26,66945464;99,21752478;87,61888668;;;563704000;150510000;32253000;;367515000;;1492990;1,93826274;1,66961939;1357755;703,3333333;16,95760599;1,95652174
213;IGSTP;IZHSTAL PAO PUBIC;Russian Federation;Non-Energy Minerals;Steel;998;1;276;1026001070;;-1728,2377;;1320;187,2;520,7333333;226;-1728,2377;55,27044421;0,38180459;-0,86357105;0;;;0;-39379000;;;-1728,2377;;-1728,2377;;0;7,6401726;1272131000;;16897079000;72,25797221;5207022000;-1845134000;-10,91984005;-3,34730636;-9,45311909;;;0,685205;0,06034151;0,06034151;;0,96100279;-22,01388432;;;;95519,88243;8449344000;4625474000;5257614000;14537568000;14537568000;16897079000;1067639;4,82051282;4,62424649;275448;998,3333333;2,35897436;14,58094145
214;IGST;IZHSTAL PAO PUBIC;Russian Federation;Non-Energy Minerals;Steel;956;-1;234;1026001070;;-1728,2377;;2202;203,5;756,4777778;444,7666667;-1728,2377;23,33000818;0,38180459;-0,86357105;0;;;0;-39379000;;;-1728,2377;;-1728,2377;;0;7,6401726;1272131000;;16897079000;57,17932209;5207022000;-1845134000;-10,91984005;-3,34730636;-9,45311909;;;0,785764;0,06072062;0,06072062;;0,39647577;-22,01388432;;;;30815,25484;8449344000;4625474000;5257614000;14537568000;14537568000;16897079000;1067639;4,82180294;4,96683118;223704;970;-14,41360788;-5,15873016
215;DZRD;DONSKOY FACTORY OF;Russian Federation;Consumer Durables;Home Furnishings;2170;1;8;936928775;8,15288164;268,0034;650;3840;513,20001;74,08888889;13,03333333;334,0642;-12,23799506;2,60561711;0,23736299;0;;0;0;;4,45958;1599870000;334,0642;;268,0034;;0;15,73707251;230298000;32161000;1233255000;60,91663858;590249000;152980000;9,52481488;15,73707251;11,96058494;0,35776603;0,359585;69,3649;0,77654894;0,81123455;1,44407985;0,78431373;3,27550772;4,46815413;3,6284993;1897315,385;;3814091000;705919000;666450000;1009534000;1006366000;1233255000;457876;1,62412993;1,20468209;17360;2165;-8,24524313;5,85365854
216;DZRDP;DONSKOY FACTORY OF;Russian Federation;Consumer Durables;Home Furnishings;1650;-1;30;936928775;6,08201239;268,0034;650;3680;287,39999;254,6777778;58,73333333;334,0642;-20,70753544;2,60561711;0,23736299;0;;0;0;;3,74046;1336590000;334,0642;;268,0034;;0;15,73707251;230298000;32161000;1233255000;10,9249442;590249000;152980000;9,52481488;15,73707251;11,96058494;0,26689182;0,265816;51,0932;0,57930195;0,60517726;1,44407985;0,7751938;3,27550772;4,46815413;3,6284993;1897315,385;;3814091000;705919000;666450000;1009534000;1006366000;1233255000;457876;1,22699387;1,21238513;49500;1643,333333;-2,36686391;9,27152318
217;KLSB;KALUGA POWER SALE;Russian Federation;Utilities;Electric Utilities;9,9;-1;45300;906639554;;;;84;2,79;143437,7778;162596,6667;;-0,01167772;0,7530417;3,33140173;;;;0;;;;;;;;;;;;;51,89265454;3452325000;;;;;;;;;;;0,59138381;1,06904181;6,68073204;3,60973038;;17007489,07;6119986000;2919688000;3521225000;;5063006000;;91487300;1,32113821;2,53124513;448470;9,90333333;-21,17834395;-11,52815013
218;TASB;TAMBOV POWER SUPPL;Russian Federation;Utilities;Electric Utilities;0,495;-1;20000;837969586;;;;0,714;0,03345;1474111,111;390000;;-0,01261435;1,36126795;0,00820474;;;;0;;;;;;;;0;;;923027000;;28,01481506;-261163000;;;;;;;;;;1,35346638;0,06802721;;;;;490352470,7;947723000;787631000;2826000;;603288000;;1525990000;2,52525253;3,0354034;9900;0,49916667;10;26,92307692
219;TASBP;TAMBOV POWER SUPPL;Russian Federation;Utilities;Electric Utilities;0,418;1;110000;837969586;;;;0,5975;0,04436;3905444,444;841333,3333;;-0,00204377;1,36126795;0,00820474;;;;0;;;;;;;;0;;;923027000;;44,37201049;-261163000;;;;;;;;;;1,35346638;0,4845815;;;;;;947723000;787631000;2826000;;603288000;;1525990000;1,94410693;2,91149095;45980;0,41633333;19,59942775;53,67647059
220;TUZA;TUIMAZINSKIY ZAVOD;Russian Federation;Transportation;Trucking;93,5;-1;2570;768570025;;;;374,5;45;1817,666667;809,6666667;0,8728;-4,4139278;0,80504934;0;0;;;0;;13,362;;0,8728;;;;0;;173793000;;1883903000;69,47560359;-1689000;7174000;;;;20,09335351;;10,8119;;0,40796686;;4,29048414;0,95927302;20,69641981;20,69641981;;;729232000;552862000;0;690982000;690982000;1883903000;8220000;10,98265896;2,59152983;240295;92;-6,5;-5,55555556
221;ARSA;ARSAGERA ASSET MGM;Russian Federation;Finance;Investment Managers;6,21;1;77000;755284720;;;;7,18;0,4951;94444,44444;24300;;0,38828407;;0,01842782;;;;3,2786887;;;495140000;;;;;0;;;33951000;;63,37328279;4824000;;;;;;1,85724;;;;;5,03267974;1,39582136;1,55229479;1,54199596;;;289781000;;4865000;;25777000;;123817000;4,87012987;2,12835168;478170;6,25;65,6;63,42105263
222;STSBP;STAVROPOLENERGOSBY;Russian Federation;Utilities;Electric Utilities;0,5395;-1;937000;705931729;;;;1,4497;0,06;4871788,889;4502066,667;;-0,0250763;1,03452817;1,80748777;;;;11,484903;;;;;;;;0;;;;;61,89828501;1150579000;;;;;;;;;;;1,01693076;2,21657004;12,11848973;4,9585709;;;3523664000;1959985000;1277254000;;2817018000;;859075000;4,43396226;4,27841849;505511,5;0,541;37,62755102;64,98470948
223;STSB;STAVROPOLENERGOSBY;Russian Federation;Utilities;Electric Utilities;0,644;-1;116000;705931729;;;;1,8;0,161;1020400;217933,3333;;-0,01043148;1,03452817;1,80748777;;;;0;;;;;;;;0;;;;;66,16029606;1150579000;;;;;;;;;;;1,24463519;2,21657004;12,11848973;4,9585709;;45101437,5;3523664000;1959985000;1277254000;;2817018000;;859075000;4,43037975;3,72311898;74704;0,64533333;43,4298441;21,62417375
224;DIOD;DIOD;Russian Federation;Consumer Non-Durables;Household/Personal Care;7,74;-1;138900;699975009;;;;12,71;2,4;430903,3333;424403,3333;0,4068;-0,85077472;8,7522272;0,03661927;-38798000;0,65;;8,496732;;5,97368;;0,4068;;;;30000000;;314490000;;516528000;13,01104547;-83856000;37224000;;;;0,57927644;;10,5646;;1,35515403;;0,45470914;2,61589021;3,0755058;2,98087464;;21449979;1397076000;920533000;44032000;194649000;194649000;516528000;91500000;2,1992238;5,02879392;1075086;7,79;9,94318182;10,88825215
225;LVHK;LEVENHUK INC;Russian Federation;Distribution Services;Wholesale Distributors;12,37;1;3800;651691405;;;;22,15;4,05;104972,2222;16323,33333;;0,06431239;2,04437541;0,26436154;;;;2,4370432;;;;;;;;394868000;;;;;45,59597088;120525000;;;;;;;;;;;0,34734918;2,93818412;5,08613121;4,55566611;;;1516020000;1115493000;230095000;;645640000;;52940000;2,04248366;3,12032811;47006;12,36666667;50,66991474;49,39613527
226;ASSB;ASTRAKHAN POWER SA;Russian Federation;Utilities;Electric Utilities;0,83;-1;138000;636919831;;;;1,7777;0,16;1570288,889;101800;;-0,01929198;1,67135322;0,65160887;;;0;0;;;550624000;;;;;0;;;1634497000;;26,36692875;-118430000;;;;;;4,91508;;;;1,67135322;1,75796178;;;;;;4516524000;4440488000;88697000;;4380404000;;773900078;1,34146341;1,6459496;114540;0,827;8,92388451;4,14052698
227;KTSB;KOSTROMSKAYA SBYTO;Russian Federation;Utilities;Electric Utilities;0,648;1;2000;602579965;;;;1,68;0,174;113211,1111;25966,66667;;0,01660109;1,31777425;0,48543598;;;0;0;;;886951000;;;;;0;;;1222428000;;44,42138917;271688000;;;;;;1,05588;;;;1,31554353;0,13071895;1,84393972;6,47975702;6,47975702;;;1821690000;1632211000;282865000;;1238987000;;1005331000;0,30864198;2,06844772;1296;0,648;-2,7027027;6,93069307
228;KTSBP;KOSTROMSKAYA SBYTO;Russian Federation;Utilities;Electric Utilities;0,3055;1;40000;602579965;;;;0,744;0,161;196444,4444;92000;;0,00151144;1,31777425;0,48543598;;;0;0;;;542625000;;;;;0;;;1222428000;;39,38558953;271688000;;;;;;0,464968;;;;1,31554353;0,63492063;1,84393972;6,47975702;6,47975702;;;1821690000;1632211000;282865000;;1238987000;;1005331000;3,1096563;1,98086144;12220;0,306;3,03541315;10,48824593
229;MRSB;MORDOVIA ENERGY RE;Russian Federation;Utilities;Electric Utilities;0,435;1;900000;590471573;5,13450292;0,0855;;1,09;0,066;2710555,556;2607000;0,0549;0,02592536;0,80623844;1,88704313;-30349000;0,059473;;13,54738;;2,97249;981773000;0,0549;;0,0855;;0;46,68126994;3165897000;910871000;7006906000;39,73064555;472004000;73847000;1,62924861;3,87705302;2,17602104;2,97063202;1,84698;2,17247;0,08368418;0,08426994;0,80279628;1,09090909;7,62231044;49,22760041;49,22760041;;215878552,5;1481209000;969925000;520839000;1187064000;1205201000;7006906000;1345037710;3,46420323;3,93324215;391500;0,43866667;22,53521127;19,83471074
230;SARE;SARATOVENERGO;Russian Federation;Utilities;Electric Utilities;0,1216;-1;630000;584788381;;0,014;738;0,4545;0,02022;1335666,667;478666,6667;0,0008;-0,00147097;;;0;0;;0;;25,7924;;0,0008;;;;;42,90349407;9490652000;2337085000;22200099000;55,82888879;;4973000;0,08971303;2,67127723;0,48475454;4,58778626;;10,3512;;0,03488392;;1,00638978;;;;30081434,96;1242627179;;;;3010159000;;22200099000;6442822580;3,18791946;1,48633502;76608;0,1212;-0,9771987;2,01342282
231;SAREP;SARATOVENERGO;Russian Federation;Utilities;Electric Utilities;0,1064;1;4730000;584788381;;;738;0,248;0,01805;809555,5556;678000;0;-0,00089848;;;0;0;;;;;;0;;;;;42,90567341;9701772509;2302439915;22693942437;79,38797068;;5083624,886;0,09030846;2,66860846;0,48588188;3,93239373;;;;0,02735546;;14,4648318;;;;30750599,51;;;;;3010159000;;22693942437;6442822580;10,20408163;3,77949503;503272;0,10413333;10,6029106;9,46502058
